station_name,datetime,precipitation,snow,temperature,weather_condition,clouds
Station C,2024-01-17T11:00:00,0.0,0.0,-7.0,Cloudy,71
Station B,2024-01-17T12:00:00,0.0,0.0,2.5,Clear,71
Station D,2024-01-17T13:00:00,2.0,0.2,26.6,Snow,40
Station C,2024-01-17T14:00:00,1.7,1.6,-4.4,Snow,15
Station A,2024-01-17T15:00:00,8.6,0.0,19.0,Rain,2
Station B,2024-01-17T16:00:00,9.2,0.2,30.3,Snow,4
Station D,2024-01-17T17:00:00,0.0,0.0,22.5,Clear,53
Station D,2024-01-17T18:00:00,0.0,0.0,24.9,Clear,71
Station C,2024-01-17T19:00:00,9.7,0.6,28.2,Snow,63
Station B,2024-01-17T20:00:00,0.0,0.0,-3.8,Clear,1
Station B,2024-01-17T21:00:00,0.0,0.0,22.6,Clear,24
Station A,2024-01-17T22:00:00,0.5,0.0,-8.1,Rain,100
Station C,2024-01-17T23:00:00,9.2,2.9,21.4,Snow,34
Station B,2024-01-18T00:00:00,1.2,2.6,10.1,Snow,81
Station D,2024-01-18T01:00:00,4.8,0.0,24.8,Rain,41
Station A,2024-01-18T02:00:00,2.4,0.0,27.6,Rain,71
Station A,2024-01-18T03:00:00,0.0,0.0,-7.3,Clear,63
Station D,2024-01-18T04:00:00,0.0,0.0,-5.3,Cloudy,62
Station D,2024-01-18T05:00:00,0.0,0.0,-5.2,Cloudy,64
Station D,2024-01-18T06:00:00,7.8,0.9,13.1,Snow,79
Station C,2024-01-18T07:00:00,0.0,0.0,10.7,Clear,18
Station A,2024-01-18T08:00:00,4.8,2.7,2.0,Snow,23
Station A,2024-01-18T09:00:00,4.0,0.0,-0.5,Rain,55
Station D,2024-01-18T10:00:00,6.5,0.0,-5.6,Rain,47
Station B,2024-01-18T11:00:00,5.3,2.5,16.7,Snow,22
Station A,2024-01-18T12:00:00,0.0,0.0,-0.1,Cloudy,14
Station C,2024-01-18T13:00:00,0.0,0.0,13.9,Cloudy,8
Station D,2024-01-18T14:00:00,7.3,4.4,-5.4,Snow,50
Station B,2024-01-18T15:00:00,0.0,0.0,18.7,Cloudy,44
Station A,2024-01-18T16:00:00,0.0,0.0,12.6,Clear,23
Station C,2024-01-18T17:00:00,0.0,0.0,4.2,Cloudy,21
Station C,2024-01-18T18:00:00,6.7,2.1,33.3,Snow,18
Station A,2024-01-18T19:00:00,0.0,0.0,24.2,Cloudy,86
Station A,2024-01-18T20:00:00,0.5,0.1,11.3,Snow,31
Station B,2024-01-18T21:00:00,0.0,0.0,-5.8,Cloudy,99
Station D,2024-01-18T22:00:00,4.9,0.0,1.6,Rain,69
Station C,2024-01-18T23:00:00,5.2,0.0,5.0,Rain,90
Station C,2024-01-19T00:00:00,0.0,0.0,34.0,Clear,18
Station D,2024-01-19T01:00:00,0.0,0.0,16.0,Clear,31
Station B,2024-01-19T02:00:00,0.0,0.0,31.4,Clear,24
Station D,2024-01-19T03:00:00,0.0,0.0,31.0,Cloudy,33
Station D,2024-01-19T04:00:00,5.8,0.0,-1.4,Rain,39
Station A,2024-01-19T05:00:00,7.9,1.7,15.5,Snow,58
Station B,2024-01-19T06:00:00,9.7,3.1,-3.2,Snow,87
Station D,2024-01-19T07:00:00,0.2,0.0,26.0,Rain,8
Station A,2024-01-19T08:00:00,0.0,0.0,3.8,Clear,62
Station A,2024-01-19T09:00:00,0.0,0.0,-3.8,Clear,32
Station C,2024-01-19T10:00:00,0.0,0.0,-1.1,Cloudy,93
Station B,2024-01-19T11:00:00,0.0,0.0,32.0,Clear,60
Station D,2024-01-19T12:00:00,0.0,0.0,31.4,Clear,33
Station D,2024-01-19T13:00:00,7.7,0.0,-3.7,Rain,74
Station B,2024-01-19T14:00:00,5.7,0.0,-6.1,Rain,39
Station B,2024-01-19T15:00:00,4.4,0.7,29.4,Snow,100
Station C,2024-01-19T16:00:00,4.2,2.1,9.2,Snow,45
Station A,2024-01-19T17:00:00,0.0,0.0,30.8,Cloudy,78
Station C,2024-01-19T18:00:00,0.0,0.0,28.0,Clear,96
Station A,2024-01-19T19:00:00,4.6,0.3,29.4,Snow,97
Station A,2024-01-19T20:00:00,2.9,0.0,-5.6,Rain,76
Station A,2024-01-19T21:00:00,0.0,0.0,-0.8,Clear,89
Station B,2024-01-19T22:00:00,0.0,0.0,18.3,Cloudy,38
Station B,2024-01-19T23:00:00,0.0,0.0,-10.0,Clear,8
Station A,2024-01-20T00:00:00,0.0,0.0,-5.3,Cloudy,26
Station A,2024-01-20T01:00:00,0.0,0.0,8.2,Clear,38
Station C,2024-01-20T02:00:00,4.3,3.2,17.8,Snow,84
Station B,2024-01-20T03:00:00,0.0,0.0,23.4,Cloudy,65
Station D,2024-01-20T04:00:00,9.6,0.0,20.0,Rain,37
Station C,2024-01-20T05:00:00,1.1,2.1,21.4,Snow,49
Station C,2024-01-20T06:00:00,0.1,1.5,15.4,Snow,15
Station C,2024-01-20T07:00:00,0.0,0.0,29.7,Cloudy,59
Station B,2024-01-20T08:00:00,5.0,0.0,28.5,Rain,64
Station A,2024-01-20T09:00:00,0.0,0.0,-3.2,Cloudy,83
Station B,2024-01-20T10:00:00,3.0,0.0,24.3,Rain,100
Station D,2024-01-20T11:00:00,1.8,3.5,17.3,Snow,60
Station C,2024-01-20T12:00:00,4.0,0.0,17.8,Rain,74
Station B,2024-01-20T13:00:00,0.0,0.0,19.9,Cloudy,12
Station B,2024-01-20T14:00:00,0.0,0.0,30.5,Cloudy,13
Station A,2024-01-20T15:00:00,0.0,0.0,1.3,Clear,78
Station C,2024-01-20T16:00:00,0.0,0.0,4.5,Clear,22
Station B,2024-01-20T17:00:00,0.0,0.0,1.4,Cloudy,25
Station B,2024-01-20T18:00:00,0.0,0.0,26.6,Cloudy,55
Station A,2024-01-20T19:00:00,0.0,0.0,-8.5,Clear,26
Station D,2024-01-20T20:00:00,0.0,0.0,-1.7,Clear,43
Station B,2024-01-20T21:00:00,6.2,2.8,5.8,Snow,64
Station D,2024-01-20T22:00:00,1.3,2.6,15.6,Snow,9
Station B,2024-01-20T23:00:00,0.0,0.0,14.3,Clear,76
Station C,2024-01-21T00:00:00,8.7,0.8,6.1,Snow,90
Station B,2024-01-21T01:00:00,5.5,0.0,17.8,Rain,51
Station A,2024-01-21T02:00:00,0.0,0.0,9.0,Clear,43
Station B,2024-01-21T03:00:00,0.0,0.0,26.8,Cloudy,70
Station D,2024-01-21T04:00:00,0.0,0.0,30.7,Clear,72
Station A,2024-01-21T05:00:00,9.3,4.4,23.3,Snow,76
Station A,2024-01-21T06:00:00,0.0,0.0,12.3,Clear,4
Station D,2024-01-21T07:00:00,9.7,0.0,28.2,Rain,100
Station B,2024-01-21T08:00:00,0.2,2.4,20.8,Snow,87
Station B,2024-01-21T09:00:00,1.4,2.2,9.2,Snow,89
Station B,2024-01-21T10:00:00,2.4,0.0,31.3,Rain,55
Station D,2024-01-21T11:00:00,0.0,0.0,29.3,Clear,1
Station A,2024-01-21T12:00:00,0.0,0.0,-1.9,Cloudy,56
Station B,2024-01-21T13:00:00,4.8,0.0,17.3,Rain,16
Station C,2024-01-21T14:00:00,0.0,0.0,21.7,Cloudy,63
Station C,2024-01-21T15:00:00,8.7,0.0,14.8,Rain,99
Station A,2024-01-21T16:00:00,0.0,0.0,30.5,Clear,44
Station A,2024-01-21T17:00:00,0.0,0.0,27.9,Cloudy,17
Station B,2024-01-21T18:00:00,0.0,0.0,22.6,Clear,47
Station D,2024-01-21T19:00:00,8.4,1.4,-9.0,Snow,14
Station A,2024-01-21T20:00:00,0.0,0.0,28.5,Clear,35
Station D,2024-01-21T21:00:00,2.1,0.9,-8.0,Snow,56
Station C,2024-01-21T22:00:00,0.0,0.0,24.3,Clear,69
Station B,2024-01-21T23:00:00,0.0,0.0,22.7,Clear,43
Station A,2024-01-22T00:00:00,0.0,0.0,7.5,Clear,70
Station D,2024-01-22T01:00:00,7.7,1.3,22.4,Snow,73
Station B,2024-01-22T02:00:00,0.0,0.0,2.6,Cloudy,1
Station B,2024-01-22T03:00:00,0.4,0.0,15.7,Rain,43
Station C,2024-01-22T04:00:00,0.0,0.0,3.8,Clear,15
Station B,2024-01-22T05:00:00,0.1,0.2,-9.2,Snow,59
Station B,2024-01-22T06:00:00,0.8,4.5,16.1,Snow,7
Station D,2024-01-22T07:00:00,0.0,0.0,24.5,Cloudy,33
Station B,2024-01-22T08:00:00,0.0,0.0,-2.1,Cloudy,80
Station A,2024-01-22T09:00:00,0.0,0.0,20.8,Clear,23
Station B,2024-01-22T10:00:00,0.0,0.0,34.6,Clear,91
Station C,2024-01-22T11:00:00,0.0,0.0,0.6,Clear,76
Station D,2024-01-22T12:00:00,0.0,0.0,-6.5,Clear,65
Station C,2024-01-22T13:00:00,8.8,0.7,18.9,Snow,9
Station D,2024-01-22T14:00:00,2.9,0.0,32.4,Rain,60
Station A,2024-01-22T15:00:00,0.3,0.0,31.0,Rain,19
Station C,2024-01-22T16:00:00,0.0,0.0,27.4,Cloudy,48
Station A,2024-01-22T17:00:00,0.0,0.0,15.4,Clear,28
Station A,2024-01-22T18:00:00,0.0,0.0,11.3,Clear,77
Station C,2024-01-22T19:00:00,0.0,0.0,3.2,Cloudy,73
Station C,2024-01-22T20:00:00,0.0,0.0,4.2,Cloudy,58
Station D,2024-01-22T21:00:00,5.1,0.0,5.8,Rain,10
Station B,2024-01-22T22:00:00,5.7,4.1,8.8,Snow,100
Station B,2024-01-22T23:00:00,1.2,0.0,5.4,Rain,36
Station B,2024-01-23T00:00:00,2.0,0.9,29.7,Snow,80
Station A,2024-01-23T01:00:00,7.1,2.3,24.4,Snow,33
Station D,2024-01-23T02:00:00,0.0,0.0,-2.5,Clear,88
Station D,2024-01-23T03:00:00,7.0,1.2,-4.3,Snow,45
Station C,2024-01-23T04:00:00,0.0,0.0,-8.0,Clear,92
Station D,2024-01-23T05:00:00,7.0,3.7,24.1,Snow,37
Station A,2024-01-23T06:00:00,3.8,0.0,19.2,Rain,86
Station C,2024-01-23T07:00:00,0.0,0.0,3.4,Clear,29
Station D,2024-01-23T08:00:00,7.6,0.0,7.3,Rain,41
Station B,2024-01-23T09:00:00,8.8,1.6,2.5,Snow,66
Station A,2024-01-23T10:00:00,2.2,0.0,11.9,Rain,35
Station A,2024-01-23T11:00:00,0.0,0.0,2.5,Cloudy,85
Station B,2024-01-23T12:00:00,0.0,0.0,30.6,Clear,76
Station D,2024-01-23T13:00:00,0.0,0.0,-0.9,Clear,47
Station D,2024-01-23T14:00:00,0.0,0.0,3.3,Cloudy,58
Station D,2024-01-23T15:00:00,1.4,1.4,-6.1,Snow,33
Station A,2024-01-23T16:00:00,0.0,0.0,-6.7,Cloudy,93
Station D,2024-01-23T17:00:00,0.0,0.0,21.0,Clear,90
Station C,2024-01-23T18:00:00,0.0,0.0,19.8,Cloudy,71
Station A,2024-01-23T19:00:00,0.0,0.0,16.4,Cloudy,17
Station D,2024-01-23T20:00:00,0.0,0.0,26.6,Cloudy,62
Station B,2024-01-23T21:00:00,0.0,0.0,28.6,Clear,66
Station A,2024-01-23T22:00:00,7.1,0.2,17.5,Snow,71
Station D,2024-01-23T23:00:00,0.0,0.0,5.7,Cloudy,81
Station B,2024-01-24T00:00:00,8.0,0.0,11.8,Rain,85
Station D,2024-01-24T01:00:00,9.6,0.0,-0.1,Rain,12
Station C,2024-01-24T02:00:00,0.0,0.0,9.1,Cloudy,84
Station A,2024-01-24T03:00:00,1.3,0.0,7.9,Rain,89
Station D,2024-01-24T04:00:00,0.0,0.0,3.1,Cloudy,3
Station A,2024-01-24T05:00:00,4.1,0.0,20.4,Rain,33
Station C,2024-01-24T06:00:00,0.0,0.0,11.8,Clear,34
Station A,2024-01-24T07:00:00,5.7,0.0,8.4,Rain,57
Station A,2024-01-24T08:00:00,0.2,0.0,17.2,Rain,16
Station C,2024-01-24T09:00:00,0.6,0.0,24.5,Rain,98
Station B,2024-01-24T10:00:00,0.0,0.0,7.8,Cloudy,68
Station C,2024-01-24T11:00:00,7.3,0.0,-0.3,Rain,52
Station A,2024-01-24T12:00:00,2.8,0.1,-8.1,Snow,62
Station C,2024-01-24T13:00:00,0.0,0.0,7.0,Clear,100
Station C,2024-01-24T14:00:00,0.0,0.0,-6.7,Clear,9
Station A,2024-01-24T15:00:00,0.0,0.0,23.1,Cloudy,12
Station C,2024-01-24T16:00:00,0.2,0.0,13.1,Rain,54
Station A,2024-01-24T17:00:00,3.8,0.0,15.9,Rain,83
Station D,2024-01-24T18:00:00,7.0,0.0,2.8,Rain,61
Station A,2024-01-24T19:00:00,3.7,2.7,7.7,Snow,93
Station A,2024-01-24T20:00:00,3.7,2.8,0.4,Snow,98
Station B,2024-01-24T21:00:00,0.0,0.0,15.2,Clear,12
Station B,2024-01-24T22:00:00,0.0,0.0,8.1,Clear,18
Station D,2024-01-24T23:00:00,3.4,0.0,4.0,Rain,52
Station D,2024-01-25T00:00:00,0.0,0.0,21.1,Clear,34
Station D,2024-01-25T01:00:00,4.6,0.0,0.6,Rain,83
Station D,2024-01-25T02:00:00,0.0,0.0,-4.3,Clear,48
Station A,2024-01-25T03:00:00,0.0,0.0,9.7,Cloudy,25
Station D,2024-01-25T04:00:00,0.0,0.0,26.1,Cloudy,80
Station D,2024-01-25T05:00:00,4.4,1.5,3.4,Snow,1
Station C,2024-01-25T06:00:00,1.4,0.0,19.3,Rain,72
Station C,2024-01-25T07:00:00,9.4,0.0,10.8,Rain,60
Station D,2024-01-25T08:00:00,0.0,0.0,8.7,Clear,40
Station A,2024-01-25T09:00:00,6.9,0.0,-1.6,Rain,89
Station A,2024-01-25T10:00:00,0.0,0.0,11.1,Clear,79
Station B,2024-01-25T11:00:00,1.9,0.0,-9.4,Rain,80
Station C,2024-01-25T12:00:00,9.3,0.0,24.5,Rain,79
Station B,2024-01-25T13:00:00,0.0,0.0,-0.3,Clear,93
Station A,2024-01-25T14:00:00,0.0,0.0,16.4,Cloudy,66
Station C,2024-01-25T15:00:00,7.8,4.9,-2.4,Snow,26
Station B,2024-01-25T16:00:00,9.0,0.3,4.6,Snow,0
Station D,2024-01-25T17:00:00,1.2,0.0,12.5,Rain,38
Station D,2024-01-25T18:00:00,5.2,2.7,4.0,Snow,45
Station C,2024-01-25T19:00:00,0.0,0.0,15.2,Cloudy,55
Station A,2024-01-25T20:00:00,0.3,1.8,5.7,Snow,83
Station D,2024-01-25T21:00:00,0.0,0.0,15.2,Cloudy,78
Station B,2024-01-25T22:00:00,0.0,0.0,9.9,Clear,25
Station C,2024-01-25T23:00:00,9.2,0.0,31.0,Rain,12
Station C,2024-01-26T00:00:00,0.0,0.0,2.4,Clear,82
Station C,2024-01-26T01:00:00,5.7,0.0,-7.4,Rain,80
Station D,2024-01-26T02:00:00,8.7,3.8,11.3,Snow,22
Station A,2024-01-26T03:00:00,0.0,0.0,23.1,Cloudy,90
Station A,2024-01-26T04:00:00,0.0,0.0,18.7,Clear,56
Station C,2024-01-26T05:00:00,0.0,0.0,17.6,Cloudy,83
Station C,2024-01-26T06:00:00,0.0,0.0,22.5,Cloudy,75
Station D,2024-01-26T07:00:00,0.6,4.1,20.1,Snow,85
Station C,2024-01-26T08:00:00,0.0,0.0,10.0,Clear,22
Station D,2024-01-26T09:00:00,0.0,0.0,23.6,Cloudy,81
Station C,2024-01-26T10:00:00,0.0,0.0,11.0,Clear,43
Station D,2024-01-26T11:00:00,0.0,0.0,31.3,Clear,14
Station C,2024-01-26T12:00:00,0.0,0.0,-2.4,Clear,98
Station C,2024-01-26T13:00:00,9.4,1.5,29.5,Snow,10
Station B,2024-01-26T14:00:00,2.9,0.0,7.1,Rain,6
Station C,2024-01-26T15:00:00,2.7,1.0,27.6,Snow,28
Station D,2024-01-26T16:00:00,5.8,0.0,12.0,Rain,11
Station B,2024-01-26T17:00:00,0.0,0.0,7.4,Clear,74
Station D,2024-01-26T18:00:00,8.0,0.0,26.5,Rain,82
Station C,2024-01-26T19:00:00,0.0,0.0,24.8,Clear,65
Station C,2024-01-26T20:00:00,0.0,0.0,13.3,Clear,14
Station B,2024-01-26T21:00:00,5.6,3.3,4.5,Snow,75
Station A,2024-01-26T22:00:00,4.8,0.0,-2.9,Rain,1
Station C,2024-01-26T23:00:00,1.9,0.0,11.0,Rain,20
Station D,2024-01-27T00:00:00,8.3,1.3,8.0,Snow,93
Station D,2024-01-27T01:00:00,8.8,0.0,33.7,Rain,5
Station D,2024-01-27T02:00:00,0.3,0.0,8.0,Rain,73
Station B,2024-01-27T03:00:00,0.0,0.0,19.9,Cloudy,16
Station B,2024-01-27T04:00:00,4.6,0.0,7.8,Rain,58
Station B,2024-01-27T05:00:00,2.4,0.0,-6.4,Rain,39
Station B,2024-01-27T06:00:00,0.0,0.0,15.0,Cloudy,87
Station B,2024-01-27T07:00:00,6.9,0.0,11.2,Rain,12
Station D,2024-01-27T08:00:00,9.2,1.9,0.9,Snow,90
Station C,2024-01-27T09:00:00,4.2,0.0,22.9,Rain,86
Station D,2024-01-27T10:00:00,0.0,0.0,29.9,Clear,28
Station C,2024-01-27T11:00:00,6.1,0.0,27.0,Rain,64
Station B,2024-01-27T12:00:00,0.0,0.0,-1.5,Cloudy,63
Station A,2024-01-27T13:00:00,4.3,0.0,19.4,Rain,49
Station D,2024-01-27T14:00:00,0.0,0.0,33.1,Clear,33
Station D,2024-01-27T15:00:00,0.0,0.0,26.3,Clear,59
Station D,2024-01-27T16:00:00,0.0,0.0,4.4,Clear,20
Station D,2024-01-27T17:00:00,0.0,0.0,19.4,Clear,62
Station A,2024-01-27T18:00:00,6.3,0.0,1.6,Rain,54
Station C,2024-01-27T19:00:00,5.4,1.8,5.1,Snow,91
Station D,2024-01-27T20:00:00,0.0,0.0,-9.7,Clear,19
Station D,2024-01-27T21:00:00,0.4,4.3,10.9,Snow,6
Station C,2024-01-27T22:00:00,3.0,0.0,5.2,Rain,54
Station C,2024-01-27T23:00:00,3.2,0.0,-9.2,Rain,53
Station A,2024-01-28T00:00:00,7.4,0.0,-8.4,Rain,93
Station A,2024-01-28T01:00:00,0.0,0.0,-3.5,Cloudy,93
Station C,2024-01-28T02:00:00,9.2,4.5,17.8,Snow,88
Station A,2024-01-28T03:00:00,6.1,0.0,-8.3,Rain,47
Station A,2024-01-28T04:00:00,4.2,0.0,23.7,Rain,81
Station C,2024-01-28T05:00:00,0.0,0.0,33.4,Clear,55
Station B,2024-01-28T06:00:00,0.0,0.0,15.8,Clear,47
Station B,2024-01-28T07:00:00,6.0,0.0,20.2,Rain,64
Station A,2024-01-28T08:00:00,4.1,0.6,-9.2,Snow,26
Station C,2024-01-28T09:00:00,0.0,0.0,0.1,Clear,28
Station C,2024-01-28T10:00:00,6.0,2.7,8.9,Snow,75
Station C,2024-01-28T11:00:00,1.5,0.0,27.0,Rain,44
Station B,2024-01-28T12:00:00,6.6,2.9,8.1,Snow,32
Station C,2024-01-28T13:00:00,0.0,0.0,23.7,Clear,26
Station C,2024-01-28T14:00:00,0.3,0.0,20.4,Rain,57
Station C,2024-01-28T15:00:00,0.2,4.9,34.8,Snow,53
Station D,2024-01-28T16:00:00,0.0,0.0,17.3,Cloudy,48
Station B,2024-01-28T17:00:00,0.0,0.0,15.7,Cloudy,14
Station D,2024-01-28T18:00:00,4.2,3.0,23.8,Snow,45
Station A,2024-01-28T19:00:00,3.9,0.0,14.1,Rain,64
Station C,2024-01-28T20:00:00,1.8,1.4,31.6,Snow,20
Station B,2024-01-28T21:00:00,0.0,0.0,16.1,Clear,49
Station B,2024-01-28T22:00:00,0.0,0.0,0.1,Clear,79
Station D,2024-01-28T23:00:00,0.0,0.0,17.4,Clear,41
Station A,2024-01-29T00:00:00,8.8,0.0,23.4,Rain,2
Station B,2024-01-29T01:00:00,0.0,0.0,6.6,Cloudy,58
Station B,2024-01-29T02:00:00,8.9,0.0,3.2,Rain,16
Station B,2024-01-29T03:00:00,9.7,2.5,25.9,Snow,30
Station B,2024-01-29T04:00:00,0.1,0.2,33.3,Snow,92
Station D,2024-01-29T05:00:00,9.6,4.4,25.2,Snow,9
Station A,2024-01-29T06:00:00,0.6,4.1,27.2,Snow,61
Station D,2024-01-29T07:00:00,1.5,1.3,-4.4,Snow,100
Station B,2024-01-29T08:00:00,1.4,0.0,19.5,Rain,52
Station C,2024-01-29T09:00:00,0.0,0.0,18.9,Clear,42
Station D,2024-01-29T10:00:00,0.0,0.0,1.7,Cloudy,96
Station D,2024-01-29T11:00:00,0.4,0.0,2.4,Rain,72
Station C,2024-01-29T12:00:00,0.0,0.0,29.6,Clear,28
Station C,2024-01-29T13:00:00,6.3,0.0,-2.9,Rain,91
Station C,2024-01-29T14:00:00,0.0,0.0,26.2,Cloudy,95
Station C,2024-01-29T15:00:00,0.3,1.1,18.7,Snow,32
Station A,2024-01-29T16:00:00,7.5,0.0,22.5,Rain,46
Station B,2024-01-29T17:00:00,8.5,0.0,-3.0,Rain,82
Station D,2024-01-29T18:00:00,0.0,0.0,11.7,Cloudy,67
Station A,2024-01-29T19:00:00,2.2,0.0,3.9,Rain,28
Station B,2024-01-29T20:00:00,9.1,0.0,10.7,Rain,63
Station B,2024-01-29T21:00:00,6.3,0.0,-8.5,Rain,85
Station A,2024-01-29T22:00:00,0.0,0.0,15.5,Clear,57
Station B,2024-01-29T23:00:00,0.0,0.0,21.0,Cloudy,29
Station C,2024-01-30T00:00:00,7.3,0.0,23.4,Rain,11
Station C,2024-01-30T01:00:00,0.0,0.0,0.2,Clear,26
Station A,2024-01-30T02:00:00,0.0,0.0,25.6,Clear,40
Station A,2024-01-30T03:00:00,1.0,2.9,11.4,Snow,10
Station A,2024-01-30T04:00:00,4.4,3.2,22.4,Snow,14
Station C,2024-01-30T05:00:00,6.3,1.6,2.2,Snow,76
Station C,2024-01-30T06:00:00,2.8,0.0,1.2,Rain,68
Station D,2024-01-30T07:00:00,0.0,0.0,32.6,Clear,96
Station D,2024-01-30T08:00:00,7.6,3.4,-2.0,Snow,20
Station B,2024-01-30T09:00:00,0.0,0.0,-5.1,Cloudy,99
Station C,2024-01-30T10:00:00,1.0,0.0,13.9,Rain,98
Station B,2024-01-30T11:00:00,4.0,0.0,-1.4,Rain,20
Station B,2024-01-30T12:00:00,6.5,0.0,34.2,Rain,66
Station C,2024-01-30T13:00:00,3.1,3.6,6.7,Snow,38
Station D,2024-01-30T14:00:00,7.6,2.0,8.8,Snow,97
Station B,2024-01-30T15:00:00,8.2,1.0,2.3,Snow,98
Station C,2024-01-30T16:00:00,0.0,0.0,9.2,Clear,41
Station B,2024-01-30T17:00:00,0.0,0.0,12.6,Cloudy,79
Station B,2024-01-30T18:00:00,0.0,0.0,22.5,Cloudy,41
Station D,2024-01-30T19:00:00,6.1,1.9,2.6,Snow,31
Station C,2024-01-30T20:00:00,9.2,0.0,6.6,Rain,68
Station A,2024-01-30T21:00:00,8.2,0.0,23.0,Rain,99
Station B,2024-01-30T22:00:00,0.0,0.0,1.0,Clear,56
Station C,2024-01-30T23:00:00,0.0,0.0,24.7,Clear,17
Station D,2024-01-31T00:00:00,0.0,0.0,4.5,Cloudy,23
Station C,2024-01-31T01:00:00,0.0,0.0,33.7,Cloudy,86
Station A,2024-01-31T02:00:00,0.0,0.0,18.9,Cloudy,15
Station A,2024-01-31T03:00:00,0.0,0.0,6.8,Clear,65
Station C,2024-01-31T04:00:00,6.3,3.7,15.9,Snow,36
Station A,2024-01-31T05:00:00,0.0,0.0,28.1,Cloudy,65
Station B,2024-01-31T06:00:00,0.0,0.0,20.8,Clear,98
Station B,2024-01-31T07:00:00,5.8,0.0,-1.8,Rain,9
Station D,2024-01-31T08:00:00,3.9,0.0,18.1,Rain,0
Station D,2024-01-31T09:00:00,0.0,0.0,28.5,Cloudy,33
Station D,2024-01-31T10:00:00,0.0,0.0,27.0,Cloudy,98
Station B,2024-01-31T11:00:00,0.0,0.0,-1.8,Cloudy,39
Station C,2024-01-31T12:00:00,0.0,0.0,29.2,Clear,41
Station C,2024-01-31T13:00:00,0.0,0.0,34.6,Cloudy,54
Station A,2024-01-31T14:00:00,0.0,0.0,-4.5,Cloudy,56
Station B,2024-01-31T15:00:00,4.0,1.0,10.1,Snow,6
Station B,2024-01-31T16:00:00,0.0,0.0,24.0,Clear,20
Station C,2024-01-31T17:00:00,9.9,0.0,-1.4,Rain,53
Station C,2024-01-31T18:00:00,0.0,0.0,-9.3,Clear,58
Station A,2024-01-31T19:00:00,8.4,0.0,32.6,Rain,46
Station A,2024-01-31T20:00:00,9.6,3.6,-9.3,Snow,60
Station B,2024-01-31T21:00:00,0.0,0.0,-9.6,Cloudy,72
Station D,2024-01-31T22:00:00,0.0,0.0,16.8,Clear,7
Station D,2024-01-31T23:00:00,0.0,0.0,-2.2,Cloudy,53
Station B,2024-02-01T00:00:00,0.3,0.0,25.4,Rain,14
Station C,2024-02-01T01:00:00,7.8,0.0,4.4,Rain,79
Station A,2024-02-01T02:00:00,0.0,0.0,-7.9,Cloudy,52
Station A,2024-02-01T03:00:00,0.0,0.0,30.4,Clear,44
Station A,2024-02-01T04:00:00,8.6,2.7,34.3,Snow,59
Station D,2024-02-01T05:00:00,6.6,1.8,-4.2,Snow,32
Station D,2024-02-01T06:00:00,0.0,0.0,-0.1,Cloudy,16
Station A,2024-02-01T07:00:00,0.0,0.0,8.2,Clear,91
Station B,2024-02-01T08:00:00,3.0,0.0,22.9,Rain,23
Station C,2024-02-01T09:00:00,5.8,4.7,19.8,Snow,47
Station A,2024-02-01T10:00:00,0.0,0.0,-9.4,Cloudy,23
Station B,2024-02-01T11:00:00,4.8,4.3,-9.5,Snow,41
Station B,2024-02-01T12:00:00,4.4,3.7,1.8,Snow,79
Station B,2024-02-01T13:00:00,4.9,0.0,26.3,Rain,43
Station A,2024-02-01T14:00:00,0.6,0.0,13.4,Rain,97
Station A,2024-02-01T15:00:00,0.0,0.0,0.2,Cloudy,12
Station C,2024-02-01T16:00:00,0.0,0.0,3.8,Cloudy,44
Station B,2024-02-01T17:00:00,8.4,1.1,-1.2,Snow,65
Station C,2024-02-01T18:00:00,0.0,0.0,28.7,Cloudy,72
Station C,2024-02-01T19:00:00,0.0,0.0,32.6,Cloudy,88
Station B,2024-02-01T20:00:00,0.0,0.0,-2.5,Clear,87
Station B,2024-02-01T21:00:00,9.6,4.7,2.5,Snow,25
Station D,2024-02-01T22:00:00,7.2,1.5,4.5,Snow,59
Station C,2024-02-01T23:00:00,0.0,0.0,17.6,Cloudy,93
Station B,2024-02-02T00:00:00,0.0,0.0,27.0,Cloudy,61
Station D,2024-02-02T01:00:00,8.3,0.4,-1.3,Snow,75
Station A,2024-02-02T02:00:00,0.0,0.0,10.0,Cloudy,26
Station A,2024-02-02T03:00:00,0.0,0.0,4.0,Clear,66
Station D,2024-02-02T04:00:00,6.1,0.0,14.4,Rain,15
Station C,2024-02-02T05:00:00,8.9,0.0,7.2,Rain,5
Station B,2024-02-02T06:00:00,5.2,0.4,3.1,Snow,97
Station D,2024-02-02T07:00:00,1.1,3.8,-7.5,Snow,53
Station C,2024-02-02T08:00:00,9.8,0.4,27.6,Snow,85
Station D,2024-02-02T09:00:00,0.0,0.0,9.5,Cloudy,75
Station D,2024-02-02T10:00:00,9.3,1.9,13.4,Snow,77
Station A,2024-02-02T11:00:00,0.0,0.0,33.5,Clear,15
Station D,2024-02-02T12:00:00,3.5,3.9,23.5,Snow,91
Station D,2024-02-02T13:00:00,0.0,0.0,15.5,Clear,27
Station C,2024-02-02T14:00:00,8.5,1.3,22.8,Snow,3
Station B,2024-02-02T15:00:00,3.2,0.0,25.3,Rain,57
Station B,2024-02-02T16:00:00,3.5,0.0,8.1,Rain,94
Station C,2024-02-02T17:00:00,8.1,0.0,14.2,Rain,78
